,STNID,min,min_05,max_95,max,Latitude,Longitude,Name,FIPS_COUNTY,COUNTY_NAME,AVG_WEEKLY_WAGE
2289,USW00003937,42.0,42.95,91.4,92.2,30.125,-93.2158,LAKE CHARLES,22019,"Calcasieu Parish, Louisiana",1007
2290,USC00162367,38.4,38.9,92.0,92.8,30.8428,-93.2869,DE RIDDER,22011,"Beauregard Parish, Louisiana",871
2291,USC00162534,40.5,41.2,91.05,91.3,30.0719,-91.0278,DONALDSONVILLE 4 SW,22007,"Assumption Parish, Louisiana",825
2292,USC00162800,36.9,37.7,92.5,93.3,30.85,-92.7833,ELIZABETH,22003,"Allen Parish, Louisiana",735
2293,USC00166938,40.1,40.95,91.35,92.2,30.6036,-92.7739,OBERLIN FIRE TWR,22003,"Allen Parish, Louisiana",735
2294,USC00162981,39.4,40.45,94.1,94.8,30.4917,-92.4303,EUNICE,22097,"St. Landry Parish, Louisiana",698
2295,USC00163800,40.9,41.6,91.55,92.4,30.4192,-92.0439,GRAND COTEAU,22097,"St. Landry Parish, Louisiana",698
2296,USC00163079,34.2,34.9,92.0,92.4,32.775,-92.4075,FARMERVILLE,22111,"Union Parish, Louisiana",625
2297,USW00053961,30.7,32.25,92.0,92.6,32.8833,-92.1164,MONROE 26 N,22111,"Union Parish, Louisiana",625
2298,USC00163313,42.7,43.6,89.3,89.7,29.8233,-91.5442,FRANKLIN 3 NW,22101,"St. Mary Parish, Louisiana",969
2299,USC00166394,42.9,43.9,89.8,90.2,29.6833,-91.1761,MORGAN CITY,22101,"St. Mary Parish, Louisiana",969
2300,USW00012968,43.4,44.5,89.3,90.0,29.5622,-91.5256,SALT POINT,22101,"St. Mary Parish, Louisiana",969
2301,USC00163433,43.9,44.95,89.5,89.9,29.4631,-90.3072,GALLIANO,22057,"Lafourche Parish, Louisiana",961
2302,USC00169013,41.8,42.95,91.05,91.4,29.7758,-90.78,THIBODAUX 3 ESE,22057,"Lafourche Parish, Louisiana",961
2303,USC00163979,43.4,44.3,91.0,91.5,29.8894,-93.4019,HACKBERRY 8 SSW,22023,"Cameron Parish, Louisiana",1900
2304,USC00165065,43.1,43.7,92.2,93.0,30.0031,-92.7808,LAKE ARTHUR 10 SW,22023,"Cameron Parish, Louisiana",1900
2305,USC00167932,42.8,43.6,88.75,89.4,29.7286,-92.8181,ROCKEFELLER WL REFUGE,22023,"Cameron Parish, Louisiana",1900
2306,USC00164288,36.3,37.150000000000006,92.6,93.6,31.3747,-93.3911,HODGES GARDENS,22085,"Sabine Parish, Louisiana",687
2307,USC00165892,35.8,36.849999999999994,92.3,93.1,31.5769,-93.4817,MANY,22085,"Sabine Parish, Louisiana",687
2308,USC00169074,36.6,37.8,92.25,93.3,31.2,-93.5697,TOLEDO BEND LAKE,22085,"Sabine Parish, Louisiana",687
2309,USW00003949,35.9,37.3,92.9,93.8,31.4,-93.2833,PEASON RIDGE RANGE,22085,"Sabine Parish, Louisiana",687
2310,USC00164355,31.2,31.95,91.9,92.8,32.81,-93.0625,HOMER 1N,22027,"Claiborne Parish, Louisiana",736
2311,USC00164407,43.2,44.2,91.4,91.6,29.5858,-90.7303,HOUMA,22109,"Terrebonne Parish, Louisiana",974
2312,USC00164674,41.6,42.6,91.0,91.5,29.9592,-91.7108,JEANERETTE 5 NW,22045,"Iberia Parish, Louisiana",925
2313,USC00166657,41.9,43.0,92.3,92.6,30.0375,-91.8839,NEW IBERIA ACADIANA AP,22045,"Iberia Parish, Louisiana",925
2314,USC00166657,41.9,43.0,92.3,92.6,30.0375,-91.8839,NEW IBERIA ACADIANA AP,22045,"Iberia Parish, Louisiana",925
2315,USW00053915,42.7,43.3,91.6,92.2,30.0375,-91.8839,NEW IBERIA ACADIANA RGNL,22045,"Iberia Parish, Louisiana",925
2316,USW00053915,42.7,43.3,91.6,92.2,30.0375,-91.8839,NEW IBERIA ACADIANA RGNL,22045,"Iberia Parish, Louisiana",925
2317,USC00164696,34.7,35.849999999999994,92.1,92.7,31.6661,-92.2006,JENA 4 WSW,22059,"LaSalle Parish, Louisiana",745
2318,USC00166978,34.4,35.4,92.8,93.5,31.8922,-92.2422,OLLA,22059,"LaSalle Parish, Louisiana",745
2319,USC00164700,40.7,41.45,91.6,92.4,30.2003,-92.6642,JENNINGS,22053,"Jefferson Davis Parish, Louisiana",709
2320,USC00164739,37.4,38.349999999999994,92.0,93.0,31.4825,-91.8628,JONESVILLE LOCKS,22025,"Catahoula Parish, Louisiana",594
2321,USC00165146,37.3,38.650000000000006,91.0,91.3,31.3731,-91.9053,LARTO LAKE,22025,"Catahoula Parish, Louisiana",594
2322,USC00165021,40.5,41.3,91.1,91.8,30.2192,-92.065,LAFAYETTE,22055,"Lafayette Parish, Louisiana",914
2323,USW00013976,42.6,43.55,92.2,92.9,30.205,-91.9875,LAFAYETTE RGNL AP,22055,"Lafayette Parish, Louisiana",914
2324,USC00165090,34.1,35.3,91.9,92.4,32.8067,-91.173,LAKE PROVIDENCE,22035,"East Carroll Parish, Louisiana",584
2325,USC00165266,36.2,36.9,92.65,93.4,31.1417,-93.2397,LEESVILLE,22115,"Vernon Parish, Louisiana",767
2326,USC00168046,37.2,38.2,91.3,92.2,30.9461,-93.2789,ROSEPINE RSCH STN,22115,"Vernon Parish, Louisiana",767
2327,USW00003931,39.0,39.75,92.4,92.9,31.05,-93.1833,FT POLK AAF,22115,"Vernon Parish, Louisiana",767
2328,USW00053988,36.6,38.05,92.1,92.9,31.15,-92.9667,FT POLK FULLERTON LNDG S,22115,"Vernon Parish, Louisiana",767
2329,USC00165296,41.9,42.849999999999994,90.1,90.7,29.7856,-92.2047,LELAND BOWMAN LOCK,22113,"Vermilion Parish, Louisiana",747
2330,USC00165527,34.4,35.0,92.4,92.8,31.9833,-93.95,LOGANSPORT 4 ENE,22031,"De Soto Parish, Louisiana",1044
2331,USC00165874,33.7,35.25,92.35,93.6,32.0389,-93.7053,MANSFIELD,22031,"De Soto Parish, Louisiana",1044
2332,USC00165620,39.8,40.6,91.7,92.1,30.3644,-91.1672,LSU BEN-HUR FARM,22033,"East Baton Rouge Parish, Louisiana",1050
2333,USW00013970,40.9,41.8,92.25,92.7,30.5372,-91.1469,BATON ROUGE RYAN AP,22033,"East Baton Rouge Parish, Louisiana",1050
2334,USC00165926,41.4,42.8,90.7,90.9,29.7853,-90.1158,MARRERO 9 SSW,22051,"Jefferson Parish, Louisiana",960
2335,USC00168941,44.0,45.05,92.0,92.4,29.91,-90.0342,TERRYTOWN 3S,22051,"Jefferson Parish, Louisiana",960
2336,USW00012916,44.4,45.5,91.2,91.5,29.9933,-90.2511,NEW ORLEANS INTL AP,22051,"Jefferson Parish, Louisiana",960
2337,USC00166244,32.6,33.3,92.8,93.7,32.6053,-93.2947,MINDEN,22119,"Webster Parish, Louisiana",736
2338,USC00166582,37.3,38.0,93.9,94.8,31.7722,-93.0956,NATCHITOCHES,22069,"Natchitoches Parish, Louisiana",692
2339,USC00166584,36.3,37.05,93.2,93.8,31.8142,-93.0856,NATCHITOCHES #2,22069,"Natchitoches Parish, Louisiana",692
2340,USC00166686,39.1,40.349999999999994,92.5,92.8,30.7267,-91.3672,NEW ROADS 5 NE,22077,"Pointe Coupee Parish, Louisiana",911
2341,USC00167344,31.5,32.5,94.05,95.6,32.9081,-93.7956,PLAIN DEALING 4 W,22015,"Bossier Parish, Louisiana",800
2342,USC00167738,34.5,35.349999999999994,93.7,94.6,32.4219,-93.6381,RED RIVER RSCH STN,22015,"Bossier Parish, Louisiana",800
2343,USW00053905,35.9,36.75,92.7,93.8,32.5428,-93.745,SHREVEPORT DWTN AP,22015,"Bossier Parish, Louisiana",800
2344,USC00167691,35.5,36.95,91.6,92.8,32.4936,-91.7486,RAYVILLE,22083,"Richland Parish, Louisiana",641
2345,USC00167767,41.8,42.849999999999994,91.3,91.6,30.0564,-90.5803,RESERVE,22095,"St. John the Baptist Parish, Louisiana",1118
2346,USC00168067,32.6,33.45,91.7,92.4,32.5344,-92.6889,RUSTON LA TECH,22061,"Lincoln Parish, Louisiana",696
2347,USC00168108,42.6,43.6,90.4,90.8,29.8722,-89.83,ST BERNARD,22087,"St. Bernard Parish, Louisiana",1043
2348,USC00168163,36.2,37.150000000000006,92.7,93.1,31.9497,-91.2336,ST JOSEPH 3 N,22107,"Tensas Parish, Louisiana",626
2349,USC00168181,40.2,40.9,90.7,91.4,30.0858,-91.8694,ST MARTINVILLE 3 SW,22099,"St. Martin Parish, Louisiana",822
2350,USW00053960,40.8,42.2,90.2,91.1,30.0917,-91.8731,LAFAYETTE 13 SE,22099,"St. Martin Parish, Louisiana",822
2351,USC00168923,35.2,36.25,91.65,92.2,32.3994,-91.1842,TALLULAH,22065,"Madison Parish, Louisiana",600
2352,USW00003996,34.9,36.2,91.9,92.7,32.35,-91.0278,TALLULAH VICKSBURG AP,22065,"Madison Parish, Louisiana",600
2353,USC00169803,34.8,35.650000000000006,92.6,93.6,31.9622,-92.6561,WINNFIELD 3 N,22127,"Winn Parish, Louisiana",730
2354,USC00169804,34.4,35.5,93.8,94.4,32.1411,-91.7089,WINNSBORO 2 SE,22041,"Franklin Parish, Louisiana",574
2355,USC00169806,36.0,36.9,92.9,93.6,32.0997,-91.7022,WINNSBORO 5 SSE,22041,"Franklin Parish, Louisiana",574
2356,USC00170100,13.1,15.45,78.85,79.6,44.3739,-68.2592,ACADIA NP,23009,"Hancock County, Maine",787
2357,USC00172620,10.4,12.45,77.8,79.7,44.5333,-68.4333,ELLSWORTH,23009,"Hancock County, Maine",787
2358,USC00172623,6.5,8.75,77.3,77.6,44.4933,-68.4583,ELLSWORTH 3SSW,23009,"Hancock County, Maine",787
2359,USC00174683,1.0,3.7,78.3,79.2,44.3753,-68.5125,LINCOLN SAN DIST WTP,23009,"Hancock County, Maine",787
2360,USC00170200,-8.8,-6.5,76.15,77.4,47.0886,-69.025,ALLAGASH,23003,"Aroostook County, Maine",757
2361,USC00170833,-0.4,1.9,77.3,78.2,46.4283,-67.8442,BRIDGEWATER,23003,"Aroostook County, Maine",757
2362,USC00171472,-5.0,-3.45,75.0,75.9,46.6106,-69.5219,CLAYTON LAKE,23003,"Aroostook County, Maine",757
2363,USC00172878,-6.3,-4.05,74.8,76.2,47.2386,-68.6136,FT KENT,23003,"Aroostook County, Maine",757
2364,USC00173944,1.4,3.8,77.65,78.7,46.2061,-67.8417,HOULTON 5N,23003,"Aroostook County, Maine",757
2365,USC00176875,-0.2,2.2,76.95,77.9,46.7925,-68.4772,PORTAGE,23003,"Aroostook County, Maine",757
2366,USC00176937,1.3,3.9,77.45,78.3,46.6539,-68.0089,PRESQUE ISLE,23003,"Aroostook County, Maine",757
2367,USC00178965,-8.5,-6.15,75.4,76.4,47.1664,-67.9397,VAN BUREN 2,23003,"Aroostook County, Maine",757
2368,USW00004836,-0.2,2.7,73.1,74.5,47.2856,-68.3133,FRENCHVILLE AROOSTOOK AP,23003,"Aroostook County, Maine",757
2369,USW00014607,0.0,2.55,75.35,76.4,46.8706,-68.0172,CARIBOU MUNI AP,23003,"Aroostook County, Maine",757
2370,USW00014609,-0.1,2.3499999999999996,76.9,78.1,46.1236,-67.7928,HOULTON INTL AP,23003,"Aroostook County, Maine",757
2371,USW00094645,-3.7,-0.75,74.6,75.4,46.96,-67.8833,LIMESTONE 4 NNW,23003,"Aroostook County, Maine",757
2372,USC00170398,1.6,4.6,77.25,78.0,45.2883,-69.1467,BARNARD,23021,"Piscataquis County, Maine",688
2373,USC00170655,-1.3,0.9,77.85,79.2,45.2669,-69.5839,BLANCHARD,23021,"Piscataquis County, Maine",688
2374,USC00171975,1.4,4.1,78.4,79.6,45.1872,-69.1839,DOVER-FOXCROFT WWTP,23021,"Piscataquis County, Maine",688
2375,USC00173353,2.2,4.800000000000001,74.7,75.6,45.4667,-69.5833,GREENVILLE,23021,"Piscataquis County, Maine",688
2376,USC00173417,0.8,2.95,78.05,78.7,45.1703,-69.3817,GUILFORD,23021,"Piscataquis County, Maine",688
2377,USC00175347,2.2,4.800000000000001,78.8,79.6,45.2564,-69.01,MILO,23021,"Piscataquis County, Maine",688
2378,USC00177174,-1.1,0.8500000000000001,75.75,76.8,45.8833,-69.1833,RIPOGENUS DAM,23021,"Piscataquis County, Maine",688
2379,USC00177654,-0.3,2.6,78.35,79.3,45.2536,-69.2278,SEBEC LAKE,23021,"Piscataquis County, Maine",688
2380,USW00094626,3.4,5.75,74.25,75.3,45.4622,-69.5953,GREENVILLE MAINE FORESTR,23021,"Piscataquis County, Maine",688
2381,USC00170480,9.3,11.55,75.9,76.9,44.4394,-68.9892,BELFAST,23027,"Waldo County, Maine",863
2382,USC00170814,-1.7,0.4,75.0,75.8,45.6603,-69.812,BRASSUA DAM,23025,"Somerset County, Maine",792
2383,USC00174086,-1.1,0.9,75.35,75.9,45.6233,-70.255,JACKMAN,23025,"Somerset County, Maine",792
2384,USC00174781,0.4,2.6500000000000004,74.0,74.7,45.2219,-70.1983,LONG FALLS DAM,23025,"Somerset County, Maine",792
2385,USC00174927,3.1,5.45,77.95,79.1,44.7983,-69.8878,MADISON,23025,"Somerset County, Maine",792
2386,USC00176721,-2.3,-0.25,75.4,76.1,45.8944,-69.9647,PITTSTON FARM,23025,"Somerset County, Maine",792
2387,USC00170844,4.6,6.699999999999999,77.0,78.2,44.0697,-70.7467,BRIDGTON 3 NW,23005,"Cumberland County, Maine",1083
2388,USC00172238,4.2,6.1,78.4,79.3,43.8786,-70.7539,EAST HIRAM,23005,"Cumberland County, Maine",1083
2389,USC00173295,11.8,14.25,78.9,79.7,43.8925,-70.2544,GRAY,23005,"Cumberland County, Maine",1083
2390,USW00014611,9.4,11.75,78.75,80.0,43.9,-69.9333,BRUNSWICK NAS,23005,"Cumberland County, Maine",1083
2391,USW00014764,12.8,14.8,78.3,79.3,43.6497,-70.3003,PORTLAND INTL JETPORT,23005,"Cumberland County, Maine",1083
2392,USC00171628,0.3,2.75,78.9,79.8,44.9197,-69.2417,CORINNA,23019,"Penobscot County, Maine",840
2393,USC00175304,2.3,4.4,77.8,78.8,45.6503,-68.705,MILLINOCKET,23019,"Penobscot County, Maine",840
2394,USC00176430,10.4,12.95,80.4,81.6,44.8992,-68.6744,ORONO,23019,"Penobscot County, Maine",840
2395,USC00176594,0.7,3.85,75.4,76.0,46.0267,-68.5,PATTEN 2,23019,"Penobscot County, Maine",840
2396,USC00178353,3.6,5.9,77.4,78.5,45.4,-68.1667,SPRINGFIELD,23019,"Penobscot County, Maine",840
2397,USW00014606,6.0,8.4,78.85,80.0,44.7978,-68.8186,BANGOR INTL AP,23019,"Penobscot County, Maine",840
2398,USW00014610,3.2,6.45,77.65,78.6,45.6478,-68.6925,MILLINOCKET MUNI AP,23019,"Penobscot County, Maine",840
2399,USW00094644,1.9,4.8,78.05,79.0,44.9281,-68.7006,OLD TOWN 2 W,23019,"Penobscot County, Maine",840
2400,USC00171833,0.8,3.05,77.45,78.2,45.6611,-67.8614,DANFORTH,23029,"Washington County, Maine",705
2401,USC00172426,13.2,15.149999999999999,73.95,75.0,44.9067,-66.9919,EASTPORT,23029,"Washington County, Maine",705
2402,USC00173261,5.7,8.0,78.35,79.4,45.1775,-67.7742,GRAND LAKE STREAM,23029,"Washington County, Maine",705
2403,USC00174183,8.0,10.1,75.2,76.1,44.6439,-67.6475,JONESBORO,23029,"Washington County, Maine",705
2404,USC00177238,8.3,10.25,76.0,76.9,45.0853,-67.1203,ROBBINSTON,23029,"Washington County, Maine",705
2405,USC00178792,2.7,5.15,77.25,78.1,45.4353,-67.7214,TOPSFIELD 2,23029,"Washington County, Maine",705
2406,USC00178974,2.6,4.5,79.1,80.3,45.5608,-67.4303,VANCEBORO NO 2,23029,"Washington County, Maine",705
2407,USC00179294,6.3,8.6,76.45,77.9,44.9511,-67.6664,WESLEY,23029,"Washington County, Maine",705
2408,USC00179891,4.8,6.95,79.85,80.9,45.1569,-67.4044,WOODLAND,23029,"Washington County, Maine",705
2409,USC00172048,5.6,8.45,76.95,78.0,43.9869,-70.055,DURHAM,23001,"Androscoggin County, Maine",837
2410,USC00174566,7.0,9.55,78.8,80.1,44.1,-70.2167,LEWISTON,23001,"Androscoggin County, Maine",837
2411,USC00176856,10.6,12.4,78.0,78.8,44.0069,-70.3608,POLAND,23001,"Androscoggin County, Maine",837
2412,USC00178817,7.2,9.4,78.35,79.1,44.2822,-70.2561,TURNER,23001,"Androscoggin County, Maine",837
2413,USC00172700,0.1,2.1,74.35,75.4,45.2172,-70.4825,EUSTIS,23007,"Franklin County, Maine",713
2414,USC00172765,2.8,5.4,77.85,78.7,44.6889,-70.1567,FARMINGTON,23007,"Franklin County, Maine",713
2415,USC00177037,-2.1,-0.6499999999999999,75.3,76.1,44.9892,-70.6719,RANGELEY,23007,"Franklin County, Maine",713
2416,USC00177039,0.3,1.45,73.75,74.6,44.9894,-70.6722,RANGELEY 2 NW,23007,"Franklin County, Maine",713
2417,USC00173046,6.0,8.4,79.0,79.9,44.2203,-69.7889,GARDINER,23011,"Kennebec County, Maine",843
2418,USC00179151,6.1,8.3,79.35,80.3,44.5272,-69.6544,WATERVILLE TRTMT PLT,23011,"Kennebec County, Maine",843
2419,USW00014605,10.4,12.649999999999999,78.65,79.8,44.3206,-69.7972,AUGUSTA STATE AP,23011,"Kennebec County, Maine",843
2420,USC00173570,6.0,7.85,75.8,76.9,44.3744,-70.3161,HARTFORD,23017,"Oxford County, Maine",751
2421,USC00175261,-0.3,1.55,75.35,76.2,44.7931,-70.9167,MIDDLE DAM,23017,"Oxford County, Maine",751
2422,USC00177325,4.0,6.0,78.9,79.8,44.5308,-70.5372,RUMFORD 1 SSE,23017,"Oxford County, Maine",751
2423,USW00054772,3.5,6.35,80.65,81.3,43.9906,-70.9475,FRYEBURG E SLOPES AP,23017,"Oxford County, Maine",751
2424,USC00173862,4.9,7.4,79.85,80.9,43.6478,-70.675,HOLLIS,23031,"York County, Maine",895
2425,USC00174193,11.0,12.95,75.75,76.7,43.3606,-70.4697,KENNEBUNKPORT,23031,"York County, Maine",895
2426,USC00177479,12.1,14.05,81.95,82.8,43.4569,-70.7803,SANFORD 2 NNW,23031,"York County, Maine",895
2427,USC00179314,5.8,8.1,79.8,80.8,43.6878,-70.6128,WEST BUXTON 2 NNW,23031,"York County, Maine",895
2428,USC00175675,12.8,14.95,77.2,78.2,44.0461,-69.5367,NEWCASTLE,23015,"Lincoln County, Maine",745
2429,USC00179547,10.3,12.8,75.95,76.6,43.8881,-69.7089,WESTPORT ISLAND,23015,"Lincoln County, Maine",745
2430,USW00094623,9.6,11.95,77.65,78.3,43.9636,-69.7117,WISCASSET AP,23015,"Lincoln County, Maine",745
2431,USC00176881,17.1,19.35,71.55,72.4,43.9186,-69.2622,PORT CLYDE,23013,"Knox County, Maine",802
2432,USC00179593,9.3,11.7,75.9,76.9,44.1925,-69.1461,WEST ROCKPORT 1 NNW,23013,"Knox County, Maine",802
2433,USC00180193,29.0,29.9,88.5,89.9,38.9936,-76.5075,ANNAPOLIS POLICE BRKS,24003,"Anne Arundel County, Maryland",1194
2434,USW00013752,28.7,29.6,85.05,86.2,38.9833,-76.4667,ANNAPOLIS NAF,24003,"Anne Arundel County, Maryland",1194
2435,USW00093721,24.2,25.2,86.3,87.5,39.1667,-76.6833,BALTIMORE WASH INTL AP,24003,"Anne Arundel County, Maryland",1194
2436,USC00180335,29.2,30.35,84.9,85.3,38.0722,-75.2128,ASSATEAGUE,24047,"Worcester County, Maryland",685
2437,USC00188380,27.5,28.25,87.5,88.5,38.2364,-75.3789,SNOW HILL 4 N,24047,"Worcester County, Maryland",685
2438,USW00093786,27.2,28.5,82.9,84.0,38.3083,-75.1239,OCEAN CITY MUNI AP,24047,"Worcester County, Maryland",685
2439,USC00180700,23.4,24.6,87.0,88.0,39.0303,-76.9314,BELTSVILLE,24033,"Prince George's County, Maryland",1115
2440,USC00181995,25.9,27.1,88.2,88.9,38.9833,-76.95,COLLEGE PARK,24033,"Prince George's County, Maryland",1115
2441,USC00183675,21.8,23.35,86.55,87.7,38.9689,-76.8042,GLENN DALE BELL STN,24033,"Prince George's County, Maryland",1115
2442,USC00185111,24.4,25.75,87.65,88.6,39.0847,-76.9003,LAUREL 3 W,24033,"Prince George's County, Maryland",1115
2443,USC00186800,26.4,27.35,87.15,88.5,38.7853,-76.9947,OXON HILL,24033,"Prince George's County, Maryland",1115
2444,USC00189070,23.5,24.65,86.7,87.8,38.8519,-76.7683,UPPER MARLBORO 3 NNW,24033,"Prince George's County, Maryland",1115
2445,USC00180732,25.7,26.6,88.7,89.5,39.5,-76.3833,BENSON POLICE BARRACKS,24025,"Harford County, Maryland",1052
2446,USC00182060,21.5,23.0,88.75,89.9,39.6558,-76.1756,CONOWINGO DAM,24025,"Harford County, Maryland",1052
2447,USW00013701,25.5,26.35,85.3,86.5,39.4717,-76.1697,ABERDEEN PHILLIPS FLD,24025,"Harford County, Maryland",1052
2448,USC00181385,28.2,29.15,88.45,90.1,38.5667,-76.0667,CAMBRIDGE WATER TRMT P,24019,"Dorchester County, Maryland",775
2449,USC00189140,27.5,28.15,89.25,90.5,38.4875,-75.8211,VIENNA,24019,"Dorchester County, Maryland",775
2450,USC00181530,21.1,22.25,82.0,82.8,39.6453,-77.4831,CATOCTIN MTN PARK,24021,"Frederick County, Maryland",1022
2451,USC00182906,20.8,22.1,84.15,85.2,39.6811,-77.2914,EMMITSBURG 2 SE,24021,"Frederick County, Maryland",1022
2452,USC00183348,25.5,26.85,87.95,89.2,39.4161,-77.4389,FREDERICK POLICE BRKS,24021,"Frederick County, Maryland",1022
2453,USC00183353,22.2,23.5,86.6,87.4,39.4344,-77.3919,FREDERICK 2 NNE,24021,"Frederick County, Maryland",1022
2454,USC00189030,20.6,21.85,86.2,86.5,39.45,-77.1833,UNIONVILLE,24021,"Frederick County, Maryland",1022
2455,USW00003749,20.9,22.35,81.4,82.6,39.645,-77.4681,CAMP DAVID,24021,"Frederick County, Maryland",1022
2456,USC00181750,25.7,26.6,85.9,86.7,39.2167,-76.0519,CHESTERTOWN,24029,"Kent County, Maryland",793
2457,USC00185985,24.3,25.55,87.5,88.7,39.2739,-75.87,MILLINGTON 1 SE,24029,"Kent County, Maryland",793
2458,USC00181862,22.6,23.15,86.9,88.7,39.2553,-76.9286,CLARKSVILLE 3 NNE,24027,"Howard County, Maryland",1389
2459,USC00182282,22.0,23.1,88.3,88.9,39.6419,-78.7561,CUMBERLAND 2,24001,"Allegany County, Maryland",751
2460,USC00183415,18.5,19.35,78.35,79.1,39.66,-78.9358,FROSTBURG 2,24001,"Allegany County, Maryland",751
2461,USC00182308,23.8,25.0,83.45,84.9,39.3506,-76.6508,CYLBURN,24510,"Baltimore City, Maryland",1316
2462,USW00013777,31.5,32.6,91.3,92.4,39.2833,-76.6167,BALTIMORE CUSTOMS HOUSE,24510,"Baltimore City, Maryland",1316
2463,USW00093784,29.0,29.85,88.0,89.4,39.2814,-76.6089,MD SCI CTR BALTIMORE,24510,"Baltimore City, Maryland",1316
2464,USC00182325,25.0,26.35,87.8,88.7,38.9344,-77.1022,DALECARLIA RSVR,11001,District of Columbia,1921
2465,USC00186350,26.5,27.35,89.0,89.9,38.9133,-76.97,NATL ARBORETUM DC,11001,District of Columbia,1921
2466,USC00182335,24.7,25.75,84.8,85.9,39.2667,-77.2333,DAMASCUS 2 SW,24031,"Montgomery County, Maryland",1580
2467,USC00182336,23.8,25.05,83.65,84.3,39.2525,-77.2192,DAMASCUS 3 SSW,24031,"Montgomery County, Maryland",1580
2468,USC00187705,26.8,27.75,84.25,85.3,39.1008,-77.1486,ROCKVILLE 1 NE,24031,"Montgomery County, Maryland",1580
2469,USC00184030,19.8,20.6,85.2,86.5,39.6969,-78.1775,HANCOCK,24043,"Washington County, Maryland",845
2470,USC00188207,20.5,21.25,86.1,86.9,39.3983,-77.7211,SHARPSBURG 5 S,24043,"Washington County, Maryland",845
2471,USC00188371,21.1,21.5,85.9,86.4,39.6633,-77.5828,SMITHSBURG 2NW,24043,"Washington County, Maryland",845
2472,USW00093706,22.9,24.25,84.4,85.5,39.7078,-77.7297,HAGERSTOWN WASHINGTON CO,24043,"Washington County, Maryland",845
2473,USC00185080,28.2,29.2,84.2,85.3,38.5333,-77.0,LA PLATA 1 W,24017,"Charles County, Maryland",890
2474,USW00013773,26.7,27.9,86.75,87.8,38.5,-77.3,QUANTICO MCAS,24017,"Charles County, Maryland",890
2475,USC00185832,17.3,18.6,78.4,78.6,39.5833,-79.3667,MC HENRY 2 NW,24023,"Garrett County, Maryland",681
2476,USC00186620,15.2,16.55,78.5,79.0,39.4133,-79.4,OAKLAND 1 SE,24023,"Garrett County, Maryland",681
2477,USC00188065,18.8,19.85,80.6,81.2,39.5103,-79.14,SAVAGE RIVER DAM,24023,"Garrett County, Maryland",681
2478,USC00185865,24.0,24.9,85.0,86.3,38.4617,-76.6992,MECHANICSVILLE 5 NE,24037,"St. Mary's County, Maryland",1283
2479,USW00003757,28.6,28.9,86.55,88.3,38.1417,-76.4292,ST INIGOES WEBSTER NOLF,24037,"St. Mary's County, Maryland",1283
2480,USW00013721,27.8,28.55,86.0,87.2,38.3,-76.4167,PATUXENT RIVER NAS,24037,"St. Mary's County, Maryland",1283
2481,USC00185934,21.7,23.05,83.25,84.0,39.7194,-76.8028,MILLERS 4 NE,24013,"Carroll County, Maryland",829
2482,USC00189440,21.6,22.9,86.7,87.9,39.5736,-76.9883,WESTMINSTER,24013,"Carroll County, Maryland",829
2483,USC00186770,25.6,26.7,86.25,87.6,38.6833,-76.6667,OWINGS FERRY LANDING,24009,"Calvert County, Maryland",988
2484,USC00188405,28.2,29.25,87.7,89.2,38.3197,-76.4525,SOLOMONS,24009,"Calvert County, Maryland",988
2485,USC00187330,24.8,25.2,88.65,89.9,38.2122,-75.6822,PRINCESS ANNE,24039,"Somerset County, Maryland",863
2486,USC00187806,28.1,29.15,87.1,88.1,38.7144,-76.1897,ROYAL OAK 2 SSW,24041,"Talbot County, Maryland",816
2487,USC00188000,29.6,30.4,86.6,87.7,38.365,-75.5892,SALISBURY,24045,"Wicomico County, Maryland",829
2488,USW00093720,26.4,27.25,85.55,86.8,38.3406,-75.5103,SALISBURY WICOMICO RGNL,24045,"Wicomico County, Maryland",829
2489,USC00188557,26.4,27.5,85.4,86.1,38.9753,-76.3422,STEVENSVILLE 2SW,24035,"Queen Anne's County, Maryland",769
2490,USC00189570,20.9,21.8,86.25,86.8,39.6039,-77.8358,WILLIAMSPORT,54003,"Berkeley County, West Virginia",816
2491,USC00465706,20.9,21.6,85.9,86.8,39.4658,-77.9669,MARTINSBURG 2,54003,"Berkeley County, West Virginia",816
2492,USW00013734,22.1,22.95,85.0,86.1,39.4019,-77.9844,MARTINSBURG E WV RGNL AP,54003,"Berkeley County, West Virginia",816
2493,USC00189750,24.0,24.95,87.15,87.9,39.3333,-76.8667,WOODSTOCK,24005,"Baltimore County, Maryland",1122
2494,USC00190120,12.6,14.5,81.6,82.5,42.3861,-72.5375,AMHERST,25015,"Hampshire County, Massachusetts",950
2495,USC00190562,12.7,14.75,80.5,82.1,42.2794,-72.3483,BELCHERTOWN,25015,"Hampshire County, Massachusetts",950
2496,USC00191774,12.0,13.649999999999999,75.5,76.6,42.4667,-72.9333,CUMMINGTON HILL,25015,"Hampshire County, Massachusetts",950
2497,USC00193985,9.7,11.3,80.9,82.4,42.2833,-72.8667,KNIGHTVILLE DAM,25015,"Hampshire County, Massachusetts",950
2498,USC00199972,10.5,11.850000000000001,77.9,78.7,42.3869,-72.9211,WORTHINGTON,25015,"Hampshire County, Massachusetts",950
2499,USC00190190,12.9,13.9,78.8,79.4,42.6178,-71.9158,ASHBURNHAM,25027,"Worcester County, Massachusetts",1121
